PLAYER_ID,PLAYER_NAME
1631212,Peyton Watson
201142,Kevin Durant
1629234,Drew Eubanks
1630228,Jonathan Kuminga
1630692,Jordan Goodwin
1630541,Moses Moody
1629139,Yuta Watanabe
203967,Dario Saric
203952,Andrew Wiggins
201569,Eric Gordon
201939,Stephen Curry
1629642,Nassir Little
1629006,Josh Okogie
1628960,Grayson Allen
1627780,Gary Payton II
1626172,Kevon Looney
1626164,Devin Booker
203994,Jusuf Nurkic
202709,Cory Joseph
202691,Klay Thompson
101108,Chris Paul
1630559,Austin Reaves
203932,Aaron Gordon
1631108,Max Christie
1630296,Braxton Key
1629637,Jaxson Hayes
1629629,Cam Reddish
1629618,Jalen Pickett
1629060,Rui Hachimura
1629008,Michael Porter Jr.
1627752,Taurean Prince
1627750,Jamal Murray
1626156,D'Angelo Russell
203999,Nikola Jokic
203484,Kentavious Caldwell-Pope
203076,Anthony Davis
1631221,Collin Gillespie
1641721,Maxwell Lewis
2544,LeBron James
202704,Reggie Jackson
1626174,Christian Wood
1629216,Gabe Vincent
1630192,Zeke Nnaji
1631128,Christian Braun
1630214,Xavier Tillman
1630184,Kira Lewis Jr.
1629627,Zion Williamson
1628379,Luke Kennard
1627742,Brandon Ingram
1626204,Larry Nance Jr.
203935,Marcus Smart
1629652,Luguentz Dort
1641717,Cason Wallace
1631114,Jalen Williams
1630846,Olivier Sarr
1630581,Josh Giddey
1630198,Isaiah Joe
1628975,Jevon Carter
1628470,Torrey Craig
1627936,Alex Caruso
203083,Andre Drummond
201942,DeMar DeRozan
1641763,Julian Phillips
1630217,Desmond Bane
1630700,Dyson Daniels
201565,Derrick Rose
202685,Jonas Valanciunas
203468,CJ McCollum
1628991,Jaren Jackson Jr.
1630346,Matt Ryan
1630529,Herbert Jones
1630533,Ziaire Williams
1631222,Jake LaRavia
1631223,David Roddy
1641722,Jordan Hawkins
203552,Seth Curry
203926,Doug McDermott
203957,Dante Exum
1626224,Cedi Osman
1627884,Derrick Jones Jr.
1628380,Zach Collins
1628467,Maxi Kleber
1629646,Charles Bassey
1629684,Grant Williams
1631207,Dalen Terry
1631172,Ousmane Dieng
1630549,Day'Ron Sharpe
1626220,Royce O'Neale
1627747,Caris LeVert
1628372,Dennis Smith Jr.
1628378,Donovan Mitchell
1628969,Mikal Bridges
1629651,Nic Claxton
1630171,Isaac Okoro
1630560,Cam Thomas
1630596,Evan Mobley
1629636,Darius Garland
203471,Dennis Schroder
203497,Rudy Gobert
1627783,Pascal Siakam
1628972,Troy Brown Jr.
1629638,Nickeil Alexander-Walker
1630162,Anthony Edwards
1630201,Malachi Flynn
1641711,Gradey Dick
1630173,Precious Achiuwa
201144,Mike Conley
203937,Kyle Anderson
1626157,Karl-Anthony Towns
1627751,Jakob Poeltl
1628384,OG Anunoby
1629003,Shake Milton
1629018,Gary Trent Jr.
1629667,Jalen McDaniels
1629675,Naz Reid
1630567,Scottie Barnes
202696,Nikola Vucevic
203897,Zach LaVine
1628983,Shai Gilgeous-Alexander
1629632,Coby White
1630172,Patrick Williams
1630197,Aleksej Pokusevski
1630245,Ayo Dosunmu
1630322,Lindy Waters III
1630544,Tre Mann
1630598,Aaron Wiggins
1631096,Chet Holmgren
1630170,Devin Vassell
1630200,Tre Jones
1627826,Ivica Zubac
1629014,Anfernee Simons
1629057,Robert Williams III
1630703,Scoot Henderson
1631133,Jabari Walker
1631200,Kris Murray
1641712,Rayan Rupert
1641738,Kobe Brown
1641757,Jordan Miller
1629599,Amir Coffey
1631217,Moussa Diabate
201587,Nicolas Batum
203486,Mason Plumlee
1626181,Norman Powell
1627763,Malcolm Brogdon
1629028,Deandre Ayton
1629680,Matisse Thybulle
1630231,KJ Martin
1630538,Bones Hyland
1631101,Shaedon Sharpe
1641739,Toumani Camara
1626167,Myles Turner
1626153,Delon Wright
201568,Danilo Gallinari
1641716,Jarace Walker
1630647,Eugene Omoruyi
1630543,Isaiah Jackson
204456,T.J. McConnell
1641767,Ben Sheppard
1631157,Ryan Rollins
1631116,Patrick Baldwin Jr.
1630215,Jared Butler
1630188,Jalen Smith
1630169,Tyrese Haliburton
1630167,Obi Toppin
1629673,Jordan Poole
1629655,Daniel Gafford
1628971,Bruce Brown
1628398,Kyle Kuzma
1626145,Tyus Jones
203488,Mike Muscala
203924,Jerami Grant
203496,Robert Covington
1631103,Malaki Branham
1629640,Keldon Johnson
1641705,Victor Wembanyama
203501,Tim Hardaway Jr.
1630182,Josh Green
1641726,Dereck Lively II
1631110,Jeremy Sochan
1629029,Luka Doncic
202681,Kyrie Irving
201145,Jeff Green
204060,Joe Ingles
1628365,Markelle Fultz
1628415,Dillon Brooks
1628976,Wendell Carter Jr.
1628988,Aaron Holiday
1629111,Jock Landale
1629643,Chuma Okeke
1630256,Jae'Sean Tate
1630591,Jalen Suggs
1631094,Paolo Banchero
1631216,Caleb Houstan
1631257,Jermaine Samuels Jr.
1631466,Nate Williams
1641708,Amen Thompson
1641710,Anthony Black
1641715,Cam Whitmore
203914,Gary Harris
1641724,Jett Howard
1629048,Goga Bitadze
203493,Reggie Bullock Jr.
1627832,Fred VanVleet
1630175,Cole Anthony
1630578,Alperen Sengun
1631095,Jabari Smith Jr.
1629021,Moritz Wagner
1630532,Franz Wagner
1630224,Jalen Green
1628371,Jonathan Isaac
201566,Russell Westbrook
202331,Paul George
202695,Kawhi Leonard
1629661,Cameron Johnson
1629660,Ty Jerome
1628426,Sasha Vezenkov
1628370,Malik Monk
1627739,Kris Dunn
201580,JaVale McGee
1641732,Colby Jones
1641718,Keyonte George
1641707,Taylor Hendricks
1631323,Simone Fontecchio
1631165,Keon Ellis
1631099,Keegan Murray
1630556,Kessler Edwards
1630534,Ochai Agbaji
1630259,Jordan Ford
1630209,Omer Yurtseven
1629012,Collin Sexton
1628989,Kevin Huerter
1628381,John Collins
1627734,Domantas Sabonis
203903,Jordan Clarkson
203482,Kelly Olynyk
203458,Alex Len
203084,Harrison Barnes
1641706,Brandon Miller
1630552,Jalen Johnson
1630208,Nick Richards
1630180,Saddiq Bey
1630177,Theo Maledon
1630168,Onyeka Okongwu
1630163,LaMelo Ball
1629027,Trae Young
1629023,P.J. Washington
203992,Bogdan Bogdanovic
1629631,De'Andre Hunter
1641733,Nick Smith Jr.
1631109,Mark Williams
1631100,AJ Griffin
1630550,JT Thor
1627749,Dejounte Murray
1626179,Terry Rozier
203991,Clint Capela
202330,Gordon Hayward
1629670,Jordan Nwora
1641731,Bilal Coulibaly
1631097,Bennedict Mathurin
1630557,Corey Kispert
1630174,Aaron Nesmith
1630166,Deni Avdija
1629614,Andrew Nembhard
1627741,Buddy Hield
1629659,Talen Horton-Tucker
1630537,Chris Duarte
1629622,Max Strus
1627827,Dorian Finney-Smith
1627777,Georges Niang
1627745,Damian Jones
1627732,Ben Simmons
203915,Spencer Dinwiddie
1631204,Marcus Sasser
1631170,Jaime Jaquez Jr.
1631093,Jaden Ivey
1629639,Tyler Herro
1629130,Duncan Robinson
1628997,Caleb Martin
1628963,Marvin Bagley III
1628418,Thomas Bryant
203925,Joe Harris
202692,Alec Burks
1641709,Ausar Thompson
1631105,Jalen Duren
1630696,Dru Smith
1630595,Cade Cunningham
1630191,Isaiah Stewart
1630165,Killian Hayes
1628389,Bam Adebayo
202710,Jimmy Butler
201567,Kevin Love
200768,Kyle Lowry
1631117,Walker Kessler
1629677,Luka Samanic
1641729,Brice Sensabaugh
1628368,De'Aaron Fox
1630558,Davion Mitchell
1628374,Lauri Markkanen
201950,Jrue Holiday
203944,Julius Randle
1628392,Isaiah Hartenstein
1628401,Derrick White
1628436,Luke Kornet
1629656,Quentin Grimes
201143,Al Horford
1628369,Jayson Tatum
1628404,Josh Hart
1628978,Donte DiVincenzo
1629011,Mitchell Robinson
1629628,RJ Barrett
1630193,Immanuel Quickley
1630202,Payton Pritchard
1630573,Sam Hauser
204001,Kristaps Porzingis
1628973,Jalen Brunson
1627759,Jaylen Brown
1630194,Paul Reed
1629001,De'Anthony Melton
1626192,Pat Connaughton
1626171,Bobby Portis
1626166,Cameron Payne
1626162,Kelly Oubre Jr.
201976,Patrick Beverley
200782,P.J. Tucker
1630531,Jaden Springer
1630178,Tyrese Maxey
1627736,Malik Beasley
203954,Joel Embiid
203114,Khris Middleton
203109,Jae Crowder
203081,Damian Lillard
202699,Tobias Harris
201980,Danny Green
201572,Brook Lopez
1630699,MarJon Beauchamp
203507,Giannis Antetokounmpo
